"N1,C,10","N2,C,15","N3,C,17","N4,C,17","N5,C,17","N6,C,17","N7,C,17","N8,C,18","N9,C,17",,,"N10,C,30","N11,C,17","N12,C,18","N13,C,18","N14,C,14","N15,C,15","N16,C,19",,,,,,,"N17,C,10","N18,C,9",,,,"N21,C,1","N22,C,16","N23,C,16",,,,,,,
411,410,1.194448725,3,3,3,5,4,1,5,4,3605.84208,3.171164372,0.719714234,3.890878606,2.5198,3.171,100,5,2.51979898,0.651365392,3.091682043,3.890878606,,,,,,,,,,,,,,,,
412,411,1.194448725,5,3,3,3,4,1,5,4,3533.702913,2.51979898,0.571883062,3.091682043,2.5198,3.171,100,5,2.51979898,3.9968E-15,3.091682043,3.890878606,,,,,,,,,,,,,,,,
413,412,1.194448725,5,3,3,4,4,1,5,4,3629.142712,2.625513688,0.595875631,3.221389319,2.6255,3.304,100,5,2.625513688,3.9968E-15,3.221389319,4.054115078,,,,,,,,,,,,,,,,
414,413,1.194448725,4,3,3,5,4,1,5,4,3662.131284,2.625513688,0.595875631,3.221389319,2.6255,3.304,100,5,2.625513688,3.9968E-15,3.221389319,4.054115078,,,,,,,,,,,,,,,,
415,414,1.194448725,4,3,3,2,4,1,5,4,3584.339648,2.30338065,0.522765661,2.826146311,2.3034,2.899,100,5,2.30338065,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
416,415,1.194448725,4,3,3,4,4,1,5,4,3505.926071,3.200537035,0.726380531,3.926917566,2.5431,3.201,100,5,2.543138422,0.657398613,3.120318506,3.926917566,,,,,,,,,,,,,,,,
417,416,1.194448725,4,3,3,5,4,1,5,4,3571.050071,2.625513688,0.595875631,3.221389319,2.6255,3.304,100,5,2.625513688,3.9968E-15,3.221389319,4.054115078,,,,,,,,,,,,,,,,
418,417,1.194448725,4,3,3,3,4,1,5,4,3603.5479,3.071669363,0.697133262,3.768802624,2.4407,3.072,100,5,2.440740504,0.630928859,2.994680784,3.768802624,,,,,,,,,,,,,,,,
419,418,1.194448725,4,3,3,5,4,1,5,4,3615.116187,2.625513688,0.595875631,3.221389319,2.6255,3.304,100,5,2.625513688,3.9968E-15,3.221389319,4.054115078,,,,,,,,,,,,,,,,
420,419,1.194448725,4,3,3,2,4,1,5,4,3532.974062,2.30338065,0.522765661,2.826146311,2.3034,2.899,100,5,2.30338065,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
421,420,1.194448725,4,3,3,4,4,1,5,4,3379.710686,2.543138422,0.577180085,3.120318506,2.5431,3.201,100,5,2.543138422,0,3.120318506,3.926917566,,,,,,,,,,,,,,,,
422,421,1.194448725,3,3,3,5,4,1,5,4,3496.930789,2.51979898,0.571883062,3.091682043,2.5198,3.171,100,5,2.51979898,3.9968E-15,3.091682043,3.890878606,,,,,,,,,,,,,,,,
423,422,1.194448725,3,3,3,2,4,1,5,4,3499.223779,2.210636433,0.501716821,2.712353253,2.2106,2.782,100,5,2.210636433,0,2.712353253,3.413493723,,,,,,,,,,,,,,,,
424,423,1.194448725,3,3,3,3,4,1,5,4,3625.167958,2.342465576,0.531636213,2.874101788,2.3425,2.948,100,5,2.342465576,5.77316E-15,2.874101788,3.617054085,,,,,,,,,,,,,,,,
425,424,1.194448725,3,3,2,4,4,1,5,4,3667.704463,2.30338065,0.522765661,2.826146311,2.3034,2.899,100,5,2.30338065,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
426,425,1.194448725,3,2,2,3,4,1,5,4,3871.175739,2.086226362,0.47348123,2.559707592,2.0862,2.626,100,5,2.086226362,3.55271E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
427,426,1.194448725,3,2,2,5,4,1,5,4,3858.17594,2.2441615,0.50932553,2.75348703,2.2442,2.824,100,5,2.2441615,0,2.75348703,3.465260538,,,,,,,,,,,,,,,,
428,427,1.194448725,2,2,2,3,4,1,5,4,3873.371342,1.968817835,0.446834681,2.415652516,1.9688,2.478,100,5,1.968817835,3.9968E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
429,428,1.159945055,2,2,2,4,4,1,5,4,3699.605115,2.042844648,0.474153254,2.516997901,2.0428,2.571,100,5,2.042844648,5.32907E-15,2.516997901,3.167639218,,,,,,,,,,,,,,,,
430,429,1.159945055,2,2,3,2,4,1,5,4,3696.934008,1.960590754,0.455061762,2.415652516,1.9606,2.467,100,5,1.960590754,-1.77636E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
431,430,1.159945055,2,2,3,3,4,1,5,4,0,2.614542478,0.606846842,3.221389319,2.0775,2.615,100,5,2.077508667,0.53703381,2.559707592,3.221389319,,,,,,,,,,,,,,,,
432,431,1.159945055,2,2,3,4,4,1,5,4,3890.626148,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
433,432,1.159945055,2,2,3,2,4,1,5,4,3856.123679,1.960590754,0.455061762,2.415652516,1.9606,2.467,100,5,1.960590754,-1.77636E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
434,433,1.159945055,2,2,3,3,4,1,5,4,3652.583827,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
435,434,1.159945055,2,2,3,2,4,1,5,4,3639.654271,1.960590754,0.455061762,2.415652516,1.9606,2.467,100,5,1.960590754,-1.77636E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
436,435,1.159945055,2,2,3,3,4,1,5,4,3772.559567,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
437,436,1.159945055,2,2,3,4,4,1,5,4,3691.226536,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
438,437,1.159945055,2,2,3,1,4,1,5,4,3559.80704,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
439,438,1.159945055,2,2,3,1,4,1,5,4,3563.522969,2.234783843,0.518703187,2.75348703,1.7758,2.235,100,5,1.775753442,0.459030401,2.187913648,2.75348703,,,,,,,,,,,,,,,,
440,439,1.159945055,2,2,3,3,4,1,5,4,3549.340245,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
441,440,1.159945055,2,2,3,2,4,1,5,4,3617.412272,1.960590754,0.455061762,2.415652516,1.9606,2.467,100,5,1.960590754,-1.77636E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
442,441,1.159945055,3,2,3,4,4,1,5,4,3827.090812,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
443,442,1.159945055,3,2,3,4,4,1,5,4,3969.745956,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
444,443,1.159945055,3,4,3,5,4,1,5,4,4066.358679,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
445,444,1.159945055,3,3,3,3,4,1,5,4,4141.624455,2.332677136,0.541424653,2.874101788,2.3327,2.936,100,5,2.332677136,3.9968E-15,2.874101788,3.617054085,,,,,,,,,,,,,,,,
446,445,1.159945055,3,3,3,2,4,1,5,4,3964.096582,2.201398866,0.510954387,2.712353253,2.2014,2.77,100,5,2.201398866,0,2.712353253,3.413493723,,,,,,,,,,,,,,,,
447,446,1.159945055,3,3,3,3,4,1,5,4,3919.641157,2.332677136,0.541424653,2.874101788,2.3327,2.936,100,5,2.332677136,3.9968E-15,2.874101788,3.617054085,,,,,,,,,,,,,,,,
448,447,1.159945055,3,2,3,2,4,1,5,4,3832.626131,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
449,448,1.159945055,3,2,3,2,4,1,5,4,3928.05831,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
450,449,1.159945055,2,2,3,1,4,1,5,4,3832.626131,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
451,450,1.159945055,2,2,3,2,4,1,5,4,0,1.960590754,0.455061762,2.415652516,1.9606,2.467,100,5,1.960590754,-1.77636E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
452,451,1.159945055,3,4,3,5,4,1,5,4,4066.438208,2.614542478,0.606846842,3.221389319,2.6145,3.29,100,5,2.614542478,0,3.221389319,4.054115078,,,,,,,,,,,,,,,,
453,452,1.159945055,3,4,2,4,4,1,5,4,0,3.007796005,0.69812272,3.705918724,2.39,3.008,100,5,2.389986899,0.617809105,2.9447134,3.705918724,,,,,,,,,,,,,,,,
454,453,1.159945055,3,4,2,3,4,1,5,4,3746.964279,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
455,454,1.159945055,3,4,3,4,4,1,5,4,3532.357359,2.532511432,0.587807074,3.120318506,2.5325,3.187,100,5,2.532511432,-4.88498E-15,3.120318506,3.926917566,,,,,,,,,,,,,,,,
456,455,1.159945055,3,4,3,3,4,1,5,4,3753.317027,2.430541403,0.564139381,2.994680784,2.4305,3.059,100,5,2.430541403,0,2.994680784,3.768802624,,,,,,,,,,,,,,,,
457,456,1.159945055,3,4,3,4,4,1,5,4,3979.781774,2.532511432,0.587807074,3.120318506,2.5325,3.187,100,5,2.532511432,-4.88498E-15,3.120318506,3.926917566,,,,,,,,,,,,,,,,
458,457,1.159945055,3,4,3,1,4,1,5,4,0,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
459,458,1.159945055,3,4,3,3,4,1,5,4,3832.626131,2.430541403,0.564139381,2.994680784,2.4305,3.059,100,5,2.430541403,0,2.994680784,3.768802624,,,,,,,,,,,,,,,,
460,459,1.159945055,3,4,3,3,4,1,5,4,4023.490489,2.430541403,0.564139381,2.994680784,2.4305,3.059,100,5,2.430541403,0,2.994680784,3.768802624,,,,,,,,,,,,,,,,
461,460,1.159945055,3,4,3,2,4,1,5,4,3989.584959,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
462,461,5,3,3,3,5,5,1,5,5,8239.879738,4.016908774,0,4.016908774,3.1918,4.017,100,5,3.191825287,0.825083487,3.191825287,4.016908774,,,,,,,,,,,,,,,,
463,462,5,2,2,3,5,5,1,5,5,8224.344555,2.842675737,0,2.842675737,2.8427,3.578,100,5,2.842675737,0,2.842675737,3.577504432,,,,,,,,,,,,,,,,
464,463,5,3,3,3,5,5,1,5,5,8224.344555,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
465,464,5,2,2,3,5,5,1,5,5,8425.013289,2.842675737,0,2.842675737,2.8427,3.578,100,5,2.842675737,0,2.842675737,3.577504432,,,,,,,,,,,,,,,,
466,465,5,3,3,3,5,5,1,5,5,8063.297158,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
467,466,1.159945055,1,1,3,3,4,1,5,4,3977.304726,1.704253812,0.395564827,2.099818639,1.7043,2.145,100,5,1.704253812,1.9984E-15,2.099818639,2.642619554,,,,,,,,,,,,,,,,
468,467,5,3,3,3,5,5,1,5,5,7684.620524,3.191825287,0,3.191825287,3.1918,4.017,100,5,3.191825287,-5.32907E-15,3.191825287,4.016908774,,,,,,,,,,,,,,,,
469,468,5,4,3,3,5,5,1,5,5,7650.22949,3.325733936,0,3.325733936,3.3257,4.185,100,5,3.325733936,0,3.325733936,4.185432668,,,,,,,,,,,,,,,,
470,469,1.159945055,3,2,3,2,4,1,5,4,0,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
471,470,1.159945055,1,1,3,2,4,1,5,4,0,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
472,471,1.159945055,2,1,3,1,4,1,5,4,3746.964279,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
473,472,1.159945055,1,1,3,2,4,1,5,4,3727.868652,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
474,473,1.159945055,1,1,3,2,4,1,5,4,3708.773025,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
475,474,1.159945055,1,1,3,1,4,1,5,4,3746.964279,1.456713332,0.33810959,1.794822921,1.4567,1.833,100,5,1.456713332,2.88658E-15,1.794822921,2.258782763,,,,,,,,,,,,,,,,
476,475,1.159945055,3,4,2,2,4,1,5,4,3772.446941,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
477,476,1.159945055,3,4,2,3,4,1,5,4,3772.446941,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
478,477,1.159945055,3,4,2,4,4,1,5,4,3748.102678,2.389986899,0.554726501,2.9447134,2.39,3.008,100,5,2.389986899,0,2.9447134,3.705918724,,,,,,,,,,,,,,,,
479,478,1.159945055,3,2,3,5,4,1,5,4,0,2.368052993,0.549635545,2.917688538,2.3681,2.98,100,5,2.368052993,0,2.917688538,3.671907964,,,,,,,,,,,,,,,,
480,479,1.159945055,3,2,2,2,4,1,5,4,0,1.960590754,0.455061762,2.415652516,1.9606,2.467,100,5,1.960590754,-1.77636E-15,2.415652516,3.040096156,,,,,,,,,,,,,,,,
481,480,1.159945055,3,3,2,2,4,1,5,4,3759.777638,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
482,481,1.159945055,3,3,2,2,4,1,5,4,3759.777638,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
483,482,1.159945055,2,4,2,3,4,1,5,4,3918.073924,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
484,483,1.159945055,3,4,2,2,4,1,5,4,3823.465126,2.164667692,0.502428919,2.667096611,2.1647,2.724,100,5,2.164667692,0,2.667096611,3.356538286,,,,,,,,,,,,,,,,
485,484,1.159945055,2,2,2,4,4,1,5,4,3682.686519,2.042844648,0.474153254,2.516997901,2.0428,2.571,100,5,2.042844648,5.32907E-15,2.516997901,3.167639218,,,,,,,,,,,,,,,,
486,485,5,4,3,3,5,5,1,5,5,8284.403262,3.325733936,0,3.325733936,3.3257,4.185,100,5,3.325733936,0,3.325733936,4.185432668,,,,,,,,,,,,,,,,
487,486,1.159945055,3,3,2,4,4,1,5,4,3797.956034,2.293755534,0.532390777,2.826146311,2.2938,2.887,100,5,2.293755534,0,2.826146311,3.556702167,,,,,,,,,,,,,,,,
488,487,1.159945055,3,2,2,1,4,1,5,4,3823.465126,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
489,488,1.159945055,3,2,2,3,4,1,5,4,3691.739422,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,2.077508667,3.9968E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
490,489,1.159945055,3,2,2,3,4,1,5,4,3796.585716,2.614542478,0.606846842,3.221389319,2.0775,2.615,100,5,2.077508667,0.53703381,2.559707592,3.221389319,,,,,,,,,,,,,,,,
491,490,1.159945055,2,2,2,2,4,1,5,4,3796.585716,1.85025274,0.429451822,2.279704562,1.8503,2.329,100,5,1.85025274,1.77636E-15,2.279704562,2.869005799,,,,,,,,,,,,,,,,
492,491,1.159945055,1,1,2,2,4,1,5,4,3719.695085,1.51782774,0.352294513,1.870122254,1.5178,1.91,100,5,1.51782774,0,1.870122254,2.353546894,,,,,,,,,,,,,,,,
493,492,1.159945055,1,1,2,3,4,1,5,4,3689.198799,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
494,493,1.159945055,2,1,2,3,4,1,5,4,3512.286676,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
495,494,1.159945055,1,1,2,4,4,1,5,4,3482.130173,1.675817691,0.388964678,2.064782369,1.6758,2.109,100,5,1.675817691,-2.44249E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
496,495,1.159945055,1,1,2,4,4,1,5,4,3528.428561,1.675817691,0.388964678,2.064782369,1.6758,2.109,100,5,1.675817691,-2.44249E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
497,496,1.159945055,1,1,2,3,4,1,5,4,3499.228065,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
498,497,1.159945055,1,1,2,3,4,1,5,4,3374.728969,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
499,498,1.159945055,1,1,2,3,4,1,5,4,3868.754647,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
500,499,1.159945055,1,1,2,3,4,1,5,4,3818.294351,1.608341914,0.373303252,1.981645166,1.6083,2.024,100,5,1.608341914,3.9968E-15,1.981645166,2.493898362,,,,,,,,,,,,,,,,
501,500,1.159945055,1,1,2,4,4,1,5,4,3775.876663,1.675817691,0.388964678,2.064782369,1.6758,2.109,100,5,1.675817691,-2.44249E-15,2.064782369,2.598526445,,,,,,,,,,,,,,,,
502,501,1.159945055,2,1,2,3,4,1,5,4,3712.156554,1.775753442,0.412160206,2.187913648,1.7758,2.235,100,5,1.775753442,5.10703E-15,2.187913648,2.75348703,,,,,,,,,,,,,,,,
503,502,1.159945055,4,5,1,2,5,1,5,5,3627.451423,2.177328294,0.505367501,2.682695795,2.1773,2.74,100,5,2.177328294,0,2.682695795,3.376169843,,,,,,,,,,,,,,,,
504,503,1.159945055,4,5,1,3,5,1,5,5,3604.207938,2.307171139,0.535504598,2.842675737,2.3072,2.904,100,5,2.307171139,0,2.842675737,3.577504432,,,,,,,,,,,,,,,,
505,504,1.159945055,4,5,2,1,5,1,5,5,3576.99089,2.177328294,0.505367501,2.682695795,2.1773,2.74,100,5,2.177328294,0,2.682695795,3.376169843,,,,,,,,,,,,,,,,
506,505,1.159945055,4,5,2,1,5,1,5,5,3604.214367,2.177328294,0.505367501,2.682695795,2.1773,2.74,100,5,2.177328294,0,2.682695795,3.376169843,,,,,,,,,,,,,,,,
507,506,1.159945055,5,5,2,3,5,1,5,5,0,2.629834286,0.610396138,3.240230423,2.6298,3.31,100,5,2.629834286,0,3.240230423,4.077826588,,,,,,,,,,,,,,,,
508,507,1.159945055,5,5,2,3,5,1,5,5,3340.879157,2.629834286,0.610396138,3.240230423,2.6298,3.31,100,5,2.629834286,0,3.240230423,4.077826588,,,,,,,,,,,,,,,,
509,508,1.159945055,5,5,2,4,5,1,5,5,3340.879157,2.740165373,0.63600447,3.376169843,2.7402,3.448,100,5,2.740165373,0,3.376169843,4.248906205,,,,,,,,,,,,,,,,
510,509,1.159945055,5,5,2,1,5,1,5,5,0,2.247854537,0.521736953,2.76959149,2.2479,2.829,100,5,2.247854537,0,2.76959149,3.485527984,,,,,,,,,,,,,,,,
511,510,1.159945055,5,5,2,1,5,1,5,5,3412.704734,2.247854537,0.521736953,2.76959149,2.2479,2.829,100,5,2.247854537,0,2.76959149,3.485527984,,,,,,,,,,,,,,,,
512,511,1.159945055,5,5,2,4,5,1,5,5,3620.100761,2.740165373,0.63600447,3.376169843,2.7402,3.448,100,5,2.740165373,0,3.376169843,4.248906205,,,,,,,,,,,,,,,,
513,512,1.159945055,5,5,2,2,5,1,5,5,3819.428941,2.481832623,0.576044299,3.057876922,2.4818,3.123,100,5,2.481832623,4.44089E-15,3.057876922,3.848334897,,,,,,,,,,,,,,,,
514,513,1.159945055,5,5,2,3,5,1,5,5,3819.428941,2.629834286,0.610396138,3.240230423,2.6298,3.31,100,5,2.629834286,0,3.240230423,4.077826588,,,,,,,,,,,,,,,,
515,514,1.159945055,5,5,2,4,5,1,5,5,0,2.740165373,0.63600447,3.376169843,2.7402,3.448,100,5,2.740165373,0,3.376169843,4.248906205,,,,,,,,,,,,,,,,
516,515,1.159945055,5,5,2,4,5,1,5,5,0,3.448495247,0.800410958,4.248906205,2.7402,3.448,100,5,2.740165373,0.708329874,3.376169843,4.248906205,,,,,,,,,,,,,,,,
517,516,1.159945055,5,5,2,3,5,1,5,5,0,2.629834286,0.610396138,3.240230423,2.6298,3.31,100,5,2.629834286,0,3.240230423,4.077826588,,,,,,,,,,,,,,,,
518,517,1.159945055,5,5,2,1,5,1,5,5,3916.476689,2.247854537,0.521736953,2.76959149,2.2479,2.829,100,5,2.247854537,0,2.76959149,3.485527984,,,,,,,,,,,,,,,,
519,518,1.159945055,5,5,2,1,5,1,5,5,0,2.247854537,0.521736953,2.76959149,2.2479,2.829,100,5,2.247854537,0,2.76959149,3.485527984,,,,,,,,,,,,,,,,
520,519,1.159945055,5,5,2,4,4.5,1,5,4.5,3906.366581,2.699230606,0.62650333,3.325733936,2.6992,3.397,100,5,2.699230606,3.9968E-15,3.325733936,4.185432668,,,,,,,,,,,,,,,,
521,520,1.159945055,5,5,2,1,4,1,5,4,3906.366581,2.177328294,0.505367501,2.682695795,2.1773,2.74,100,5,2.177328294,0,2.682695795,3.376169843,,,,,,,,,,,,,,,,
522,521,1.159945055,5,5,2,2,4,1,5,4,0,2.403965337,0.557970959,2.961936296,2.404,3.025,100,5,2.403965337,0,2.961936296,3.72759372,,,,,,,,,,,,,,,,
523,522,1.159945055,5,5,2,4,4,1,5,4,0,2.65419292,0.616049884,3.270242805,2.6542,3.34,100,5,2.65419292,0,3.270242805,4.115597138,,,,,,,,,,,,,,,,
524,523,1.159945055,5,5,2,2,4,1,5,4,0,2.403965337,0.557970959,2.961936296,2.404,3.025,100,5,2.403965337,0,2.961936296,3.72759372,,,,,,,,,,,,,,,,
525,524,1.159945055,5,5,2,3,4,1,5,4,0,2.547323461,0.591245011,3.138568472,2.5473,3.206,100,5,2.547323461,4.88498E-15,3.138568472,3.949885129,,,,,,,,,,,,,,,,
526,525,1.159945055,5,5,2,3,4,1,5,4,3989.532099,2.547323461,0.591245011,3.138568472,2.5473,3.206,100,5,2.547323461,4.88498E-15,3.138568472,3.949885129,,,,,,,,,,,,,,,,
527,526,1.159945055,5,5,2,3,4,1,5,4,4034.105388,3.205803902,0.744081226,3.949885129,2.5473,3.206,100,5,2.547323461,0.658480442,3.138568472,3.949885129,,,,,,,,,,,,,,,,
528,527,1.159945055,5,5,2,4,4,1,5,4,4065.489105,2.65419292,0.616049884,3.270242805,2.6542,3.34,100,5,2.65419292,0,3.270242805,4.115597138,,,,,,,,,,,,,,,,
529,528,1.159945055,5,5,2,5,4,1,5,4,3962.626259,2.740165373,0.63600447,3.376169843,2.7402,3.448,100,5,2.740165373,0,3.376169843,4.248906205,,,,,,,,,,,,,,,,
530,529,1.159945055,4,5,2,5,4,1,5,4,3998.039019,2.65419292,0.616049884,3.270242805,2.6542,3.34,100,5,2.65419292,0,3.270242805,4.115597138,,,,,,,,,,,,,,,,
531,530,1.159945055,2,4,2,4,4,1,5,4,3998.039019,2.255483354,0.523507635,2.778990989,2.2555,2.839,100,5,2.255483354,0,2.778990989,3.497357243,,,,,,,,,,,,,,,,
532,531,1.159945055,3,4,2,5,4,1,5,4,3938.425099,2.467401406,0.57269475,3.040096156,2.4674,3.105,100,5,2.467401406,4.44089E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
533,532,1.159945055,3,4,2,5,4,1,5,4,3785.092672,2.467401406,0.57269475,3.040096156,2.4674,3.105,100,5,2.467401406,4.44089E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
534,533,1.159945055,4,5,2,4,4,1,5,4,3507.244242,2.570917845,0.596721372,3.167639218,2.5709,3.235,100,5,2.570917845,0,3.167639218,3.986470631,,,,,,,,,,,,,,,,
535,534,1.159945055,4,5,2,2,4,1,5,4,3561.762629,2.328541132,0.540464668,2.869005799,2.3285,2.93,100,5,2.328541132,-3.55271E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
536,535,1.159945055,4,5,2,2,4,1,5,4,3731.127412,2.328541132,0.540464668,2.869005799,2.3285,2.93,100,5,2.328541132,-3.55271E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
537,536,1.159945055,4,5,2,2,4,1,5,4,3539.953513,2.328541132,0.540464668,2.869005799,2.3285,2.93,100,5,2.328541132,-3.55271E-15,2.869005799,3.610640788,,,,,,,,,,,,,,,,
538,537,1.159945055,4,5,2,4,4,1,5,4,3732.427487,2.570917845,0.596721372,3.167639218,2.5709,3.235,100,5,2.570917845,0,3.167639218,3.986470631,,,,,,,,,,,,,,,,
539,538,1.159945055,3,4,2,5,4,1,5,4,3813.759565,2.467401406,0.57269475,3.040096156,2.4674,3.105,100,5,2.467401406,4.44089E-15,3.040096156,3.825957822,,,,,,,,,,,,,,,,
540,539,1.159945055,2,4,2,2,4,1,5,4,3818.104816,2.042844648,0.474153254,2.516997901,2.0428,2.571,100,5,2.042844648,5.32907E-15,2.516997901,3.167639218,,,,,,,,,,,,,,,,
541,540,5,1,2,3,1,5,1,5,5,7725.051431,2.045833001,0,2.045833001,2.0458,2.575,100,5,2.045833001,0,2.045833001,2.574678685,,,,,,,,,,,,,,,,
542,541,5,2,2,3,1,5,1,5,5,7871.647517,2.258782763,0,2.258782763,2.2588,2.843,100,5,2.258782763,0,2.258782763,2.842675737,,,,,,,,,,,,,,,,
543,542,5,2,2,3,2,5,1,5,5,7454.176262,2.493898362,0,2.493898362,2.4939,3.139,100,5,2.493898362,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
544,543,5,1,2,3,5,5,1,5,5,7714.567492,2.574678685,0,2.574678685,2.5747,3.24,100,5,2.574678685,3.9968E-15,2.574678685,3.240230423,,,,,,,,,,,,,,,,
545,544,5,1,1,3,5,5,1,5,5,7714.567492,2.331947413,0,2.331947413,2.3319,2.935,100,5,2.331947413,0,2.331947413,2.934753372,,,,,,,,,,,,,,,,
546,545,5,5,3,3,5,5,1,5,5,7703.228266,3.433458398,0,3.433458398,3.4335,4.321,100,5,3.433458398,0,3.433458398,4.321003791,,,,,,,,,,,,,,,,
547,546,5,3,3,3,4,5,1,5,5,8038.851937,3.091682043,0,3.091682043,3.0917,3.891,100,5,3.091682043,0,3.091682043,3.890878606,,,,,,,,,,,,,,,,
